Munich, 48.1500, 11.5833
Ho Chi Minh City, 10.75, 106.666667
Texas, 33.9297222, -87.6786111
Hong Kong, 22.2833333, 114.15
Les Paris, 45.639725, 5.737419
Melbourne, -37.813938, 144.963425
Berlin, 54.033333, 10.45
Beijing, 29.346443, 116.198733
California City, 35.1258333, -117.9850000
Stuttgart, 48.766667, 9.183333
